"ent","sigle","siteID","siteName","lon","lat","elev","poldiv1","region","nsample","ndate","clammodel","use","upperdepth","lowerdepth"
245,"GALINI",206,"Aghia Galini",24.683333,35.1,0,"GRC","Greece",46,1,1,2,NA,3000
246,"GALTSJ",207,"Galtsjön",15.216667,56.216667,32,"SWE","Sweden",18,4,2,2,NA,NA
247,"GAR1",208,"Mire Garvan",26.95,44.116944,20,"BGR","Bulgaria",32,2,1,2,NA,NA
248,"GARDE862",209,"Bois des Gardes",2.7,45.416667,940,"FRA","France",89,0,NA,NA,NA,NA
249,"GHAB-1",210,"Ghab",36.3,35.683333,166,"SYR","Syrian Arab Republic",74,3,1,2,NA,NA
250,"GHAB-2",210,"Ghab",36.3,35.683333,166,"SYR","Syrian Arab Republic",22,0,NA,NA,NA,NA
251,"GHAB-3",210,"Ghab",36.3,35.683333,166,"SYR","Syrian Arab Republic",34,0,1,2,NA,NA
252,"GHAIL",211,"Druim Bad a'Ghaill",-5.267778,58.052778,130,"GBR","United Kingdom",19,0,NA,NA,NA,NA
253,"GHOBHAIN",212,"Lochan coir a' Ghobhainn",-6.3,57.183333,82,"GBR","United Kingdom",21,4,2,2,NA,NA
254,"GIANNITA",213,"Giannitsa A",22.321111,40.674444,20,"GRC","Greece",25,0,NA,NA,NA,NA
255,"GIANNITB",214,"Giannitsa B",22.316667,40.666667,20,"GRC","Greece",39,2,1,2,NA,NA
256,"GLOW_G2",215,"Glowczyn",20.208333,52.422222,124,"POL","Poland",38,0,NA,NA,NA,NA
257,"GLUBELKA",216,"Lake Glubelka",26.416667,54.95,166,"BLR","Belarus",26,0,1,2,NA,NA
258,"GLUBOKOE",217,"Glubokoe",36.05,61.066667,50,"RUS","Russia",32,1,1,2,NA,560
259,"GOLBASI",218,"Gölbasi Lake",37.55,37.75,873,"TUR","Turkey",24,0,NA,NA,NA,NA
260,"GOLHISH",219,"Gölhisar Gölü",29.6,37.133333,951,"TUR","Turkey",18,0,1,2,NA,NA
261,"GOLKOW",220,"Golkow",20.973611,52.051389,108,"POL","Poland",40,0,NA,NA,NA,NA
262,"GOTNAVOL",221,"Gotnavolok",33.8,62.2,110,"RUS","Russia",74,2,1,2,NA,1035
263,"GRAMIGNE",222,"Venice",12.25,45.5,22,"ITA","Italy",1,1,NA,NA,NA,NA
264,"GRETSKOE",223,"Gretskoe",27.766667,55.633333,134,"BLR","Belarus",23,0,2,2,NA,NA
265,"GUNNUR",224,"Gun-Nur",106.6,50.25,600,"MNG","Mongolia",36,7,NA,NA,NA,NA
266,"HAKULLA5",225,"Håkulls Mosse",12.516667,56.283333,125,"SWE","Sweden",71,20,1,1,NA,NA
267,"HALOS",226,"Halos I",22.833333,39.166667,0,"GRC","Greece",36,8,2,2,NA,1070
268,"HALSEG",227,"Hälsegyl",14.605556,56.545833,142,"SWE","Sweden",13,2,1,2,NA,NA
269,"HALSJON",228,"Halsjön II",15.316667,56.233333,30,"SWE","Sweden",23,7,2,1,NA,NA
270,"HAWKS2",229,"Hawks Tor",-4.6,50.533333,229,"GBR","United Kingdom",82,0,NA,NA,NA,NA
271,"HAWKS-3",229,"Hawks Tor",-4.6,50.533333,229,"GBR","United Kingdom",35,5,2,2,NA,NA
272,"HAWKS-4",229,"Hawks Tor",-4.6,50.533333,229,"GBR","United Kingdom",16,0,NA,NA,NA,NA
273,"HENSP",230,"Lough Henney",-5.9,54.433333,25,"GBR","United Kingdom",81,1,1,2,NA,NA
274,"HI1",231,"Hirschen Moor",8.091667,47.833333,962,"DEU","Germany",16,0,NA,NA,NA,NA
275,"HIRVILAM",232,"Hirvilampi",24.25,60.625,114,"FIN","Finland",133,6,2,2,NA,NA
276,"HITCHINA",233,"Hitchin",-0.266667,51.916667,89,"GBR","United Kingdom",13,0,NA,NA,NA,NA
277,"HITCHINB",233,"Hitchin",-0.266667,51.916667,89,"GBR","United Kingdom",10,0,NA,NA,NA,NA
278,"HOCKHAM",234,"Hockham Mere",0.833333,52.5,33,"GBR","United Kingdom",163,23,1,2,NA,NA
279,"HOCLION",235,"Haut-Clion",-2.025,47.116667,2,"FRA","France",42,1,NA,NA,NA,NA
280,"HOTON",236,"Hoton-Nur",88.3,48.666667,2083,"MNG","Mongolia",37,6,NA,NA,NA,NA
281,"HOUGHALL",237,"Houghall Wood",-1.566667,54.75,41,"GBR","United Kingdom",32,0,NA,NA,NA,NA
282,"HOXNE618",238,"Hoxne",1.2,52.335556,30,"GBR","United Kingdom",146,0,NA,NA,NA,NA
283,"HROZNOTI",239,"Hroznotin",15.355556,49.752778,485,"CZE","Czech Republic",11,0,NA,NA,NA,NA
284,"HTIMONER",240,"Hort Timoner",4.126389,39.875,40,"ESP","Spain",46,0,1,2,NA,NA
285,"HUBSUGUL",241,"Hubsugul",101.166667,50.533333,1645,"MNG","Mongolia",15,2,NA,NA,NA,NA
286,"HULEH",242,"Huleh",35.528333,33.105556,466,"ISR","Israel",28,4,1,2,NA,NA
287,"IFBOGT",243,"Ivano-Frankovskoye",23.766667,49.916667,300,"UKR","Ukraine",36,1,1,1,NA,NA
288,"ILGIS3",244,"Ilgis Lake",23.433333,54.416667,110,"LTU","Lithuania",38,0,NA,NA,NA,NA
289,"ILMEN",245,"Ilmen Lake",31.233333,58.3,18,"RUS","Russia",29,0,1,2,NA,NA
290,"IMATU",246,"Imatu Mire",27.433333,59.133333,45,"EST","Estonia",57,3,2,2,NA,NA
291,"IMBRAMOW",247,"Imbramowice",16.580556,50.890278,175,"POL","Poland",126,0,NA,NA,NA,NA
292,"INURRI01",248,"Inurritza",-2.15,43.3,0,"ESP","Spain",31,0,NA,NA,NA,NA
293,"INURRI02",248,"Inurritza",-2.15,43.3,0,"ESP","Spain",28,0,NA,NA,NA,NA
294,"IOAN249",249,"Ioannina",20.916667,39.65,470,"GRC","Greece",217,0,1,2,NA,NA
295,"IOAN-II",250,"Ioannina II",20.839722,39.691944,470,"GRC","Greece",29,2,1,1,NA,460
296,"IOANNINA",251,"Ioannina I",20.730556,39.7625,470,"GRC","Greece",107,3,1,2,NA,NA
297,"ISOKARR",252,"Isokärret",22.133333,60.216667,16,"FIN","Finland",38,4,1,2,NA,NA
298,"IVAN4",23,"Ivanovskoye Peat Bog",38.766667,56.816667,141,"RUS","Russia",13,3,1,2,NA,NA
299,"IVAN5",23,"Ivanovskoye Peat Bog",38.766667,56.816667,141,"RUS","Russia",20,5,2,2,NA,NA
300,"JAN",253,"Liptovsky Jan",19.677778,49.041667,660,"SVK","Slovakia",100,6,2,2,NA,NA
301,"JANCONT",253,"Liptovsky Jan",19.677778,49.041667,660,"SVK","Slovakia",47,1,2,2,NA,NA
302,"JASIEL81",254,"Jasiel",21.886944,49.372778,680,"POL","Poland",47,6,2,2,NA,NA
303,"JC-13-A",255,"Spoli",14.9,48.966667,440,"CZE","Czech Republic",10,0,NA,NA,NA,NA
304,"JC-2-A",256,"Velanská cesta",14.983333,49.25,505,"CZE","Czech Republic",45,0,NA,NA,NA,NA
305,"JC-3-A",257,"Cervene blato",14.933333,48.85,470,"CZE","Czech Republic",58,0,1,2,0,400
306,"JC-3-AA",257,"Cervene blato",14.933333,48.85,470,"CZE","Czech Republic",8,0,NA,NA,NA,NA
307,"JC-3-B",257,"Cervene blato",14.933333,48.85,470,"CZE","Czech Republic",15,0,NA,NA,NA,NA
308,"JC-5-C",258,"Borkovicka blata",14.9,49.216667,415,"CZE","Czech Republic",8,0,NA,NA,NA,NA
309,"JC-5-D",258,"Borkovicka blata",14.9,49.216667,415,"CZE","Czech Republic",26,2,1,2,0,175
310,"JC-6-A",259,"Branna",14.933333,48.95,450,"CZE","Czech Republic",76,0,1,1,NA,NA
311,"JC-6-B",260,"Barbora",14.933333,48.941667,460,"CZE","Czech Republic",103,0,1,1,0,840
312,"JC-7-B",261,"Svarcenberk",14.705,49.145833,412,"CZE","Czech Republic",51,0,NA,NA,NA,NA
313,"JESTREB",262,"Jestrebske blato",14.591667,50.602778,259,"CZE","Czech Republic",24,0,NA,NA,NA,NA
314,"JEU1",263,"Plan du Jeu",6.532222,45.607222,2010,"FRA","France",27,0,NA,NA,NA,NA
315,"KAAKOTIN",264,"Kaarkotinlampi",25.866667,61.416667,104,"FIN","Finland",37,6,2,2,NA,NA
316,"KAARTLAM",265,"Kaartlamminsuo",24.216667,60.733333,115,"FIN","Finland",54,4,2,2,NA,NA
317,"KALVEN",266,"Kalven",14.555556,56.533333,163,"SWE","Sweden",16,2,1,2,NA,NA
318,"KANGERJ",267,"Kangerjoki",29,66.116667,288,"FIN","Finland",29,7,2,2,NA,NA
319,"KARAMIK",268,"Kararmik Batakligi",30.8,38.425,1000,"TUR","Turkey",50,4,1,2,NA,NA
320,"KARASEOZ",269,"Karasieozerskoe",60.75,56.766667,230,"RUS","Russia",31,3,2,2,NA,NA
321,"KARU",270,"Lake Karujarv",22.2,58.383333,32,"EST","Estonia",74,10,2,2,NA,NA
322,"KARUKULA",271,"Karukula",24.983333,58.1,64,"EST","Estonia",39,0,NA,NA,NA,NA
323,"KASSJON",272,"Kassjön",20.016667,63.916667,84,"SWE","Sweden",78,0,1,2,NA,NA
324,"KASTORIA",273,"Kastoria",21.322222,40.551944,650,"GRC","Greece",18,2,1,2,NA,NA
325,"KAZGOLU",274,"Kaz Gölü",36.15,40.283333,540,"TUR","Turkey",50,0,NA,NA,NA,NA
326,"KCHOD",275,"Khodzal",41.911111,42.954167,2030,"GEO","Georgia",31,1,1,2,NA,NA
327,"KEPSKOE",276,"Kepskoe",32.166667,65.083333,124,"RUS","Russia",21,2,1,2,NA,NA
328,"KHIM-1A",277,"Khimaditis Ia",21.589167,40.6225,560,"GRC","Greece",6,0,NA,NA,NA,NA
329,"KHIMADIT",278,"Khimaditis Ib",21.583333,40.616667,560,"GRC","Greece",49,4,1,2,NA,NA
330,"KHIMAIII",279,"Khimaditis III",21.586111,40.6125,560,"GRC","Greece",20,2,1,2,NA,NA
331,"KHIMIV",280,"Khimaditis IV",21.619722,40.641667,560,"GRC","Greece",47,0,NA,NA,NA,NA
332,"KINGS",281,"King's Pool",-2.108333,52.808333,70,"GBR","United Kingdom",176,14,2,2,NA,1545
333,"KIRKKOSA",282,"Kirkkosaari",24.5,60.866667,84,"FIN","Finland",53,4,2,2,NA,NA
334,"KITTILA",283,"Kittilä",24.683333,65.025,8,"FIN","Finland",17,1,1,2,NA,NA
335,"KLET_ST",284,"Kletnia Stara",21.679167,51.635,135,"POL","Poland",24,1,NA,NA,NA,NA
336,"KLUK74",285,"Kluki",17.284722,54.706944,1,"POL","Poland",82,20,2,2,NA,NA
337,"KOLDYCHE",286,"Koldychevo",26.066667,53.266667,185,"BLR","Belarus",36,0,1,2,NA,NA
338,"KOLMILAT",287,"Lake Kolmilaträsk",20.15,60.283333,12,"FIN","Finland",57,5,2,2,NA,NA
339,"KOMOR1",288,"Komoranské jezero",13.5,50.5,231,"CZE","Czech Republic",18,0,NA,NA,NA,NA
340,"KOMOR2",288,"Komoranské jezero",13.5,50.5,231,"CZE","Czech Republic",13,0,NA,NA,NA,NA
341,"KOMOR3",288,"Komoranské jezero",13.5,50.5,231,"CZE","Czech Republic",19,0,NA,NA,NA,NA
342,"KOPPALO",289,"Koppalosuo",33.65,62.283333,117,"RUS","Russia",44,0,1,2,NA,150
343,"KOYCEGIZ",290,"Köycegiz Gölü",28.641667,36.875,20,"TUR","Turkey",47,2,1,2,NA,NA
344,"KRAGJR",291,"Krageholmssjön",13.733333,55.5,43,"SWE","Sweden",110,0,2,2,NA,NA
345,"KROGLO1",292,"Krugloye",37.583333,66.366667,140,"RUS","Russia",17,6,2,2,NA,NA
346,"KROKSJON",293,"Kroksjön",15.016667,56.266667,46,"SWE","Sweden",16,5,2,1,NA,NA
347,"KRONY",294,"Krontjärnen",20.95,66.233333,58,"SWE","Sweden",65,0,NA,NA,NA,NA
348,"KUBEN",295,"Kubenskoe Lake",39.5,59.7,110,"RUS","Russia",44,0,2,1,NA,NA
349,"KUCUK",296,"Küçük Akgöl",30.433333,40.866667,49,"TUR","Turkey",26,0,NA,NA,NA,NA
350,"KUIVAJAR",297,"Kuivajarvi",23.833333,60.783333,97,"FIN","Finland",112,4,1,2,NA,NA
351,"KUNYOK",298,"Kunyok",33.666667,67.833333,220,"RUS","Russia",12,11,2,2,NA,NA
352,"KUPENA",299,"Kupena",24.333333,41.983333,1356,"BGR","Bulgaria",31,6,1,2,NA,NA
353,"KUPENA1",299,"Kupena",24.333333,41.983333,1356,"BGR","Bulgaria",35,3,1,2,NA,NA
354,"L_GOLLER",300,"Lough Goller",-9.416667,53.033333,150,"IRL","Ireland",29,0,NA,NA,NA,NA
355,"LACKAN1",301,"Lackan Bog",-6.083333,54.266667,75,"GBR","United Kingdom",19,16,2,2,NA,NA
356,"LACKAN2",301,"Lackan Bog",-6.083333,54.266667,75,"GBR","United Kingdom",99,10,2,2,NA,250
357,"LACOTE",302,"La Cote-Vercors",5.55,45.1,1116,"FRA","France",128,0,NA,NA,NA,NA
358,"LAD1097",303,"Ladoga Lake",31.335278,61.556944,5,"RUS","Russia",19,1,2,2,NA,NA
359,"LAGODEH",304,"Lagodekhi",46.373611,41.914444,2750,"GEO","Georgia",9,0,1,2,NA,NA
360,"LAGORE",305,"Dunshauglin",-6.516667,53.516667,100,"IRL","Ireland",29,0,NA,NA,NA,NA
361,"LAGUNA",306,"Laguna Grande",-4.316667,37.108333,800,"ESP","Spain",23,0,NA,NA,NA,NA
362,"LAIT3",307,"Lac du Lait",6.816667,45.315278,2190,"FRA","France",34,0,NA,NA,NA,NA
363,"LALAX",308,"Lalaxkärret",21.866667,60.15,20,"FIN","Finland",28,3,2,2,NA,NA
364,"LANDR",309,"Landruchie Mire",39,61,120,"RUS","Russia",29,1,1,1,NA,NA
365,"LANDSH",310,"Landshaftnoe",30.533333,64.566667,207,"RUS","Russia",27,2,1,2,NA,NA
366,"LAROYA",311,"Laguna de la Roya",-6.766667,42.216667,1608,"ESP","Spain",72,6,1,2,NA,NA
367,"LAUT375",312,"Etang du Lautrey",5.863889,46.587222,788,"FRA","France",166,1,1,2,NA,NA
368,"LAUZE775",313,"Col des Lauzes",6.536667,46.043833,1832,"FRA","France",99,8,1,2,NA,NA
369,"LAVAU",314,"Lavau",-1.965278,47.307778,1,"FRA","France",115,5,1,2,NA,NA
370,"LAVIE",315,"La Vie",-0.258333,48.548333,238,"FRA","France",49,6,2,2,22.5,100
371,"LBA",316,"Lade Bank",0.057778,53.0725,2,"GBR","United Kingdom",19,5,2,2,NA,NA
372,"LDPEAT",174,"By Loch Dungeon",-4.316667,55.116667,396,"GBR","United Kingdom",42,2,1,2,NA,140
373,"LECLOITR",317,"Le Cloitre Saint Thégonnec",-3.5,48.5,198,"FRA","France",22,0,NA,NA,NA,NA
374,"LEDN86",318,"Lake Lednica",17.390278,52.556944,109,"POL","Poland",84,9,2,2,NA,NA
375,"LEDN86V",318,"Lake Lednica",17.390278,52.556944,109,"POL","Poland",103,0,2,2,NA,NA
376,"LEIK1",319,"Leikishke Bog",23.533333,54.533333,120,"LTU","Lithuania",35,0,1,1,NA,NA
377,"LEIK2",319,"Leikishke Bog",23.533333,54.533333,120,"LTU","Lithuania",42,0,2,2,NA,720
378,"LEMPS81",320,"Le Grand Lemps",5.416667,45.473333,680,"FRA","France",98,5,NA,NA,NA,NA
379,"LEMPS83",320,"Le Grand Lemps",5.416667,45.473333,680,"FRA","France",160,6,1,2,NA,NA
380,"LEMPS85",320,"Le Grand Lemps",5.416667,45.473333,680,"FRA","France",113,5,NA,NA,NA,NA
381,"LEMPS86",320,"Le Grand Lemps",5.416667,45.473333,680,"FRA","France",75,3,2,2,NA,NA
382,"LGLOPPSJ",321,"Lilla Gloppsjön",14.627778,59.804444,198,"SWE","Sweden",86,11,2,2,NA,NA
383,"LIGNIN1",322,"Lignin Lake",6.708611,44.104167,2273,"FRA","France",35,4,NA,NA,NA,NA
384,"LIGNIN2",322,"Lignin Lake",6.708611,44.104167,2273,"FRA","France",13,1,NA,NA,NA,NA
385,"LIIVJARV",323,"Liivjarve Bog",27.583333,59.216667,46,"EST","Estonia",64,7,2,2,NA,NA
386,"LILLA-SJ",324,"Lilla Sjö",13.916667,56.283333,58,"SWE","Sweden",12,1,NA,NA,NA,NA
387,"LILLSJON",325,"Lillsjön",12.533333,57.083333,80,"SWE","Sweden",16,3,2,2,NA,NA
388,"LIMANT",326,"The Bog Liman",37.666667,49.733333,150,"UKR","Ukraine",15,0,2,2,NA,NA
389,"LJUNGSJ",327,"Ljungsjön",13.327222,57.734167,300,"SWE","Sweden",14,3,1,2,NA,NA
390,"LLANILID",328,"Llanilid",-3.45,51.516667,60,"GBR","United Kingdom",89,24,2,2,NA,NA
391,"LLDR1",329,"Loch Lomond Ross Dubh",-4.583333,56.086389,8,"GBR","United Kingdom",30,13,2,2,NA,NA
392,"LLOCHANS",330,"Little Lochans",-4.983333,54.866667,25,"GBR","United Kingdom",39,0,NA,NA,NA,NA
393,"LLONG1",331,"Lac Long Inférieur",7.45,44.057778,2114,"FRA","France",71,12,2,2,NA,NA
394,"LOBHOLO",332,"Lobsigensee",7.298056,47.030556,514,"CHE","Switzerland",176,32,2,2,85,900
395,"LOCHINSK",333,"Lochinskoe",28.6,53.55,164,"BLR","Belarus",23,0,1,2,NA,900
396,"LOCMAR",334,"Locmariaquer",-2.932222,47.554444,2,"FRA","France",34,5,1,2,NA,NA
397,"LOGNE",335,"Logne",-1.501111,47.328333,4,"FRA","France",74,5,1,2,NA,NA
398,"LOM1",336,"Lomzyca",22.044444,53.166667,108,"POL","Poland",55,0,NA,NA,NA,NA
399,"LOM2-78",337,"Lomzyca 2",22.05,53.158333,108,"POL","Poland",100,0,1,1,NA,NA
400,"LONSP",338,"Long Lough",-5.866667,54.416667,25,"GBR","United Kingdom",95,5,1,2,NA,NA
401,"LOONS",339,"The Loons",-3.158056,54.607222,13,"GBR","United Kingdom",14,0,NA,NA,NA,NA
402,"LORAS84",340,"Loras",5.243333,45.666389,416,"FRA","France",136,5,1,2,NA,NA
403,"LOUCKY",341,"Loucky",15.502778,49.325,560,"CZE","Czech Republic",42,1,1,2,0,210
404,"LUGAN",342,"Luganskoe",40.691667,43.7325,2428,"RUS","Russia",28,3,2,2,NA,NA
405,"LUNDIN",343,"Lundin Tower",-2.965833,56.215,28,"GBR","United Kingdom",42,0,1,2,NA,NA
406,"LUTIN",344,"Lutinière",-0.862222,46.444444,4,"FRA","France",56,7,1,2,NA,NA
407,"LUXBEAUF",345,"Beaufort Birkenbach",6.125833,49.847222,217,"LUX","Luxembourg",53,1,1,2,NA,NA
408,"LUXBERDO",346,"Berdorf Aesbaach",6.371111,49.819444,326,"LUX","Luxembourg",12,1,1,1,NA,NA
409,"LUXBREID",347,"Breidfeld",6.063056,50.122778,329,"LUX","Luxembourg",23,3,1,2,NA,NA
410,"LUXECHT1",348,"Echternach",6.231389,49.799444,385,"LUX","Luxembourg",39,0,NA,NA,NA,NA
411,"LUXECHT2",348,"Echternach",6.231389,49.799444,385,"LUX","Luxembourg",55,0,NA,NA,NA,NA
412,"LUXECHT3",348,"Echternach",6.231389,49.799444,385,"LUX","Luxembourg",6,0,NA,NA,NA,NA
413,"LUXPETTA",349,"Pettange sur Alzette",6.108333,49.780556,260,"LUX","Luxembourg",3,2,NA,NA,NA,NA
414,"LUXRE641",350,"Reisdorf",6.301667,49.851667,369,"LUX","Luxembourg",21,0,NA,NA,NA,NA
415,"LUXRE642",350,"Reisdorf",6.301667,49.851667,369,"LUX","Luxembourg",14,0,NA,NA,NA,NA
416,"LUXRE643",350,"Reisdorf",6.301667,49.851667,369,"LUX","Luxembourg",18,0,NA,NA,NA,NA
417,"LUXRE644",350,"Reisdorf",6.301667,49.851667,369,"LUX","Luxembourg",20,0,NA,NA,NA,NA
418,"LUXRE655",350,"Reisdorf",6.301667,49.851667,369,"LUX","Luxembourg",10,0,NA,NA,NA,NA
419,"LUXRE656",350,"Reisdorf",6.301667,49.851667,369,"LUX","Luxembourg",23,0,NA,NA,NA,NA
420,"MAANSEL",351,"Maanselänsuo",29.6,65.616667,248,"FIN","Finland",29,4,2,2,NA,NA
421,"MAARDUI",352,"Lake Maardu",24.995278,59.444722,32,"EST","Estonia",60,3,2,2,NA,NA
422,"MAARDUII",352,"Lake Maardu",24.995278,59.444722,32,"EST","Estonia",27,1,1,1,NA,NA
423,"MACHECOU",353,"Machecoul",-1.866667,46.991667,2,"FRA","France",29,1,NA,NA,NA,NA
424,"MADICIV",354,"Madic",2.45,45.35,465,"FRA","France",18,0,NA,NA,NA,NA
425,"MAKSIMKI",355,"Maksimkin Yar",88.166667,58.333333,150,"RUS","Russia",48,4,1,2,NA,NA
426,"MALCIN",356,"Malcin",15.416667,49.666667,520,"CZE","Czech Republic",23,0,NA,NA,NA,NA
427,"MALESH",357,"Maleshevska Mountains Peat Bog",23.033333,41.7,1720,"BGR","Bulgaria",41,4,1,2,NA,NA
428,"MALOE",358,"Maloe",28.2,54.183333,164,"BLR","Belarus",29,0,1,2,NA,480
429,"MARCH",359,"Hobbs Lot March",0.071389,52.601667,1,"GBR","United Kingdom",62,6,2,2,NA,NA
430,"MAREE",360,"Loch Maree",-5.483333,57.083333,60,"GBR","United Kingdom",57,6,2,2,85,NA
431,"MAREUG2",361,"Mareuge",2.899722,45.621944,1076,"FRA","France",51,0,NA,NA,NA,NA
432,"MARKSTBB",362,"Marks Tey",0.783333,51.866667,326,"GBR","United Kingdom",25,0,NA,NA,NA,NA
433,"MARKSTGG",362,"Marks Tey",0.783333,51.866667,326,"GBR","United Kingdom",90,0,NA,NA,NA,NA
434,"MARTIGAN",363,"Lago di Martignano",12.333333,42.116667,204,"ITA","Italy",68,8,2,2,0,667
435,"MASEHJ",364,"Masehjavri",20.983333,69.05,685,"FIN","Finland",34,6,1,1,NA,NA
436,"MAT-1",365,"Vitosha Mountains Peat Bog",23.291696,42.547182,2160,"BGR","Bulgaria",16,2,1,2,NA,NA
437,"MAYRA",366,"Mayralampi",26.233333,62.333333,118,"FIN","Finland",89,6,1,1,NA,NA
438,"MEALT",367,"Loch Mealt",-6.133333,57.6,51,"GBR","United Kingdom",41,0,NA,NA,NA,NA
439,"MEDVE",368,"Lake Medvezhino",28.783333,55.266667,130,"BLR","Belarus",31,0,NA,NA,NA,NA
440,"MELEN",369,"Melen Gölü",31.05,40.766667,116,"TUR","Turkey",76,0,NA,NA,NA,NA
441,"MEZHGOR",370,"Mezhgornoe",30.7,66.366667,190,"RUS","Russia",25,1,1,2,NA,NA
442,"MICHUR",371,"Michurinskoe Lake",29.983333,60.516667,94,"RUS","Russia",14,0,NA,NA,NA,NA
443,"MINITUM",372,"Minitumba",33.016667,63.5,150,"RUS","Russia",45,0,1,1,NA,NA
444,"MIRABAD",373,"Lake Mirabad",47.716667,33.083333,736,"IRN","Iran, Islamic Republic of",39,0,NA,NA,NA,NA
445,"MJALLSJ",374,"Mjällsjön",12.566667,57.1,72,"SWE","Sweden",16,0,NA,NA,NA,NA
446,"MLOMMES",375,"M. Lommesjön",12.15,58.583333,158,"SWE","Sweden",20,0,NA,NA,NA,NA
447,"MLOUKY",376,"Mokre louky (South)",14.833333,48.833333,425,"CZE","Czech Republic",82,5,2,2,0,370
448,"MLOUKY-B",377,"Mokre louky (North)",14.833333,49.166667,425,"CZE","Czech Republic",12,0,NA,NA,NA,NA
449,"MOERBEKE",378,"Moerbeke",4.948056,51.171389,4,"BEL","Belgium",28,2,2,2,NA,NA
450,"MOERZEKE",379,"Moerzeke",4.176389,51.048333,1,"BEL","Belgium",11,2,1,2,NA,NA
451,"MONALSUP",380,"Le Monal",6.928611,45.556944,1975,"FRA","France",43,0,NA,NA,NA,NA
452,"MONT2",381,"Le Mont",6.548889,45.551389,1995,"FRA","France",57,0,NA,NA,NA,NA
453,"MONT82",382,"Lago Grande di Monticchio",15.6,40.944444,1326,"ITA","Italy",146,8,1,2,0,750
454,"MONTLONG",382,"Lago Grande di Monticchio",15.6,40.944444,1326,"ITA","Italy",50,0,NA,NA,NA,NA
455,"MONTWAW1",382,"Lago Grande di Monticchio",15.6,40.944444,1326,"ITA","Italy",57,0,NA,NA,NA,NA
456,"MORRONE",383,"Morrone Birkwoods",-3.4325,56.9975,425,"GBR","United Kingdom",34,10,1,2,NA,150
457,"MOSFELL",384,"Mosfell",-20.609722,64.126111,80,"ISL","Iceland",33,5,1,2,NA,100
458,"MOSSCREE",385,"Moss of Cree",-4.45,54.923333,10,"GBR","United Kingdom",26,0,NA,NA,NA,NA
459,"MOSSEN",386,"Mossen",21.6,60.116667,17,"FIN","Finland",56,3,2,2,NA,NA
460,"MOUSSOUS",387,"Moussous",3.991111,44.636111,1300,"FRA","France",43,0,NA,NA,NA,NA
461,"MOUTON2",388,"Lac Mouton",7.444722,44.057778,2175,"FRA","France",31,4,2,2,NA,NA
462,"MUKKAV",389,"Mukkavaara",21,68.916667,535,"FIN","Finland",56,9,2,2,NA,NA
463,"MULLSJ",390,"Mullsjön",14.233333,58.283333,133,"SWE","Sweden",20,3,2,2,NA,NA
464,"MUSTUSUO",391,"Mustusuo",33.5,61.805556,101,"RUS","Russia",20,2,1,2,NA,NA
465,"MUTORO1",392,"Mutorog Peat Bog",23.616667,43.516667,1700,"BGR","Bulgaria",12,1,1,2,NA,NA
466,"NAKLO",393,"Naklo",17.6,53.15,61,"POL","Poland",106,0,1,1,NA,NA
467,"NAROCH",394,"Naroch",26.75,54.816667,165,"BLR","Belarus",28,0,1,2,NA,420
468,"NASLAT",395,"Slieve Naslat",-5.983333,54.35,300,"GBR","United Kingdom",67,8,2,2,NA,NA
469,"NAVA1",396,"Navarrés",-0.683333,39.1,225,"ESP","Spain",15,5,1,2,NA,NA
470,"NAVA2",396,"Navarrés",-0.683333,39.1,225,"ESP","Spain",30,1,1,2,NA,NA
471,"NAVARRE3",396,"Navarrés",-0.683333,39.1,225,"ESP","Spain",191,14,1,2,NA,NA
472,"NCURLEY",397,"Nick of Curleywee",-4.4275,55.067778,500,"GBR","United Kingdom",27,0,NA,NA,NA,NA
473,"NDRAKET",398,"Nedre Draketjärn",12.167778,58.591389,137,"SWE","Sweden",11,0,NA,NA,NA,NA
474,"NEMINO",399,"Nemino",34.583333,62.75,45,"RUS","Russia",24,3,2,2,NA,200
475,"NENAZV",400,"Nenazvannoe",33.483333,61.805556,100,"RUS","Russia",19,1,1,2,NA,NA
476,"NERO2",401,"Lake Nero",39.451389,57.183333,95,"RUS","Russia",180,0,NA,NA,NA,NA
477,"NERO274",401,"Lake Nero",39.451389,57.183333,95,"RUS","Russia",40,0,1,2,NA,2000
478,"NERO276",401,"Lake Nero",39.451389,57.183333,95,"RUS","Russia",39,1,1,1,NA,NA
479,"NERO2P",401,"Lake Nero",39.451389,57.183333,95,"RUS","Russia",57,3,2,2,NA,NA
480,"NERO489",401,"Lake Nero",39.451389,57.183333,95,"RUS","Russia",29,1,1,1,NA,NA
481,"NIE1BIS",402,"Niechorze",15.05,54,5,"POL","Poland",52,9,1,2,NA,NA
482,"NIGULA",403,"Nigula",24.666667,58,55,"EST","Estonia",60,11,1,1,NA,NA
483,"NMADBER",404,"Nedre Madbergagölen",12.166667,58.6,138,"SWE","Sweden",13,9,2,2,NA,NA
484,"NOEL07",405,"Lacs Noels",2.858889,44.973056,1100,"FRA","France",125,0,NA,NA,NA,NA
485,"NOIROT",406,"Lac Noir",2.627222,45.453611,850,"FRA","France",232,0,NA,NA,NA,NA
486,"NOSUO",407,"Nosuo",30.833333,64.566667,163,"RUS","Russia",19,1,1,2,NA,NA
487,"NOVJATO",408,"Lake Novjato",27.083333,55.616667,150,"BLR","Belarus",58,0,NA,NA,NA,NA
